time,x,y,z
14.11,-0.46843,-0.487019,1845.47
14.12,-0.450327,-0.489624,1846.1
14.13,-0.431579,-0.49156,1846.74
14.14,-0.412205,-0.492837,1847.38
14.15,-0.392223,-0.493466,1848.01
14.16,-0.371653,-0.493459,1848.64
14.17,-0.350516,-0.492827,1849.27
14.18,-0.328834,-0.491584,1849.9
14.19,-0.306631,-0.489743,1850.53
14.2,-0.283933,-0.487318,1851.15
14.21,-0.260765,-0.484324,1851.78
14.22,-0.237156,-0.480775,1852.4
14.23,-0.213134,-0.476687,1853.02
14.24,-0.18873,-0.472077,1853.64
14.25,-0.163973,-0.466959,1854.26
14.26,-0.138897,-0.46135,1854.87
14.27,-0.113534,-0.455267,1855.48
14.28,-0.0879174,-0.448726,1856.09
14.29,-0.0620831,-0.441743,1856.7
14.3,-0.0360663,-0.434336,1857.31
14.31,-0.00990333,-0.426521,1857.92
14.32,0.0163689,-0.418315,1858.52
14.33,0.0427129,-0.409733,1859.12
14.34,0.0690905,-0.400793,1859.72
14.35,0.0954632,-0.391509,1860.32
14.36,0.121792,-0.381899,1860.91
14.37,0.148038,-0.371977,1861.5
14.38,0.174162,-0.361758,1862.09
14.39,0.200125,-0.351258,1862.68
14.4,0.225886,-0.34049,1863.27
14.41,0.251406,-0.329469,1863.86
14.42,0.276647,-0.318208,1864.44
14.43,0.301569,-0.306721,1865.02
14.44,0.326133,-0.29502,1865.6
14.45,0.350301,-0.283117,1866.18
14.46,0.374034,-0.271023,1866.75
14.47,0.397297,-0.25875,1867.32
14.48,0.420051,-0.246309,1867.89
14.49,0.44226,-0.23371,1868.46
14.5,0.463891,-0.220961,1869.03
14.51,0.484907,-0.208073,1869.6
14.52,0.505276,-0.195053,1870.16
14.53,0.524966,-0.18191,1870.72
14.54,0.543944,-0.168651,1871.28
14.55,0.562182,-0.155283,1871.84
14.56,0.579649,-0.141813,1872.4
14.57,0.596319,-0.128247,1872.95
14.58,0.612165,-0.11459,1873.51
14.59,0.627163,-0.100848,1874.06
14.6,0.641289,-0.0870263,1874.61
14.61,0.654521,-0.0731283,1875.16
14.62,0.666839,-0.0591587,1875.71
14.63,0.678224,-0.0451214,1876.25
14.64,0.688661,-0.0310201,1876.8
14.65,0.698132,-0.0168581,1877.34
14.66,0.706626,-0.00263862,1877.88
14.67,0.714129,0.0116352,1878.42
14.68,0.720633,0.0259605,1878.96
14.69,0.726129,0.0403344,1879.5
14.7,0.73061,0.0547541,1880.04
14.71,0.734073,0.0692168,1880.58
14.72,0.736515,0.0837198,1881.11
14.73,0.737934,0.09826,1881.65
14.74,0.738333,0.112835,1882.18
14.75,0.737713,0.12744,1882.71
14.76,0.73608,0.142074,1883.24
14.77,0.733441,0.156732,1883.77
14.78,0.729803,0.17141,1884.3
14.79,0.725176,0.186105,1884.83
14.8,0.719574,0.200812,1885.36
14.81,0.713009,0.215525,1885.89
14.82,0.705496,0.230241,1886.42
14.83,0.697053,0.244953,1886.95
14.84,0.687698,0.259655,1887.47
14.85,0.677452,0.274341,1888
14.86,0.666335,0.289004,1888.53
14.87,0.654372,0.303635,1889.05
14.88,0.641585,0.318228,1889.58
14.89,0.628002,0.332772,1890.1
14.9,0.61365,0.34726,1890.63
14.91,0.598556,0.36168,1891.15
14.92,0.582749,0.376024,1891.67
14.93,0.566262,0.390278,1892.2
14.94,0.549124,0.404433,1892.72
14.95,0.531369,0.418475,1893.25
14.96,0.51303,0.432392,1893.77
14.97,0.49414,0.446169,1894.29
14.98,0.474735,0.459794,1894.82
14.99,0.454849,0.473252,1895.34
15,0.434519,0.486526,1895.86
15.01,0.413782,0.499601,1896.39
15.02,0.392672,0.512462,1896.91
15.03,0.371229,0.52509,1897.44
15.04,0.349488,0.537469,1897.96
15.05,0.327487,0.549581,1898.48
15.06,0.305264,0.561408,1899.01
15.07,0.282856,0.572931,1899.53
15.08,0.260299,0.58413,1900.06
15.09,0.237632,0.594988,1900.58
15.1,0.21489,0.605483,1901.1
15.11,0.192109,0.615597,1901.63
15.12,0.169327,0.62531,1902.15
15.13,0.146579,0.634601,1902.68
15.14,0.123898,0.64345,1903.2
15.15,0.10132,0.651837,1903.73
15.16,0.0788779,0.659741,1904.25
15.17,0.0566047,0.667144,1904.77
15.18,0.0345323,0.674024,1905.3
15.19,0.0126919,0.680361,1905.82
15.2,-0.0088865,0.686138,1906.35
15.21,-0.0301736,0.691333,1906.87
15.22,-0.0511412,0.695929,1907.39
15.23,-0.0717623,0.699907,1907.92
15.24,-0.0920108,0.703249,1908.44
15.25,-0.111862,0.705938,1908.96
15.26,-0.131292,0.707956,1909.49
15.27,-0.150278,0.709289,1910.01
15.28,-0.1688,0.709921,1910.53
15.29,-0.186837,0.709836,1911.05
15.3,-0.20437,0.709023,1911.57
15.31,-0.221383,0.707467,1912.1
15.32,-0.237858,0.705157,1912.62
15.33,-0.253782,0.702082,1913.14
15.34,-0.26914,0.698234,1913.65
15.35,-0.28392,0.693602,1914.17
15.36,-0.298112,0.68818,1914.69
15.37,-0.311706,0.681961,1915.21
15.38,-0.324694,0.674941,1915.73
15.39,-0.337068,0.667117,1916.24
15.4,-0.348822,0.658485,1916.76
15.41,-0.359953,0.649044,1917.27
15.42,-0.370457,0.638797,1917.78
15.43,-0.380331,0.627743,1918.29
15.44,-0.389574,0.615887,1918.81
15.45,-0.398187,0.603234,1919.31
15.46,-0.406171,0.589789,1919.82
15.47,-0.413527,0.575562,1920.33
15.48,-0.42026,0.56056,1920.84
15.49,-0.426372,0.544795,1921.34
15.5,-0.43187,0.52828,1921.85
15.51,-0.436759,0.511028,1922.35
15.52,-0.441046,0.493055,1922.85
15.53,-0.444738,0.474378,1923.35
15.54,-0.447844,0.455015,1923.85
15.55,-0.450372,0.434986,1924.34
15.56,-0.452332,0.414313,1924.84
15.57,-0.453734,0.393018,1925.33
15.58,-0.454589,0.371126,1925.82
15.59,-0.454908,0.348662,1926.31
15.6,-0.454702,0.325653,1926.8
15.61,-0.453983,0.302127,1927.29
15.62,-0.452763,0.278115,1927.77
15.63,-0.451055,0.253645,1928.25
15.64,-0.448871,0.228751,1928.73
15.65,-0.446224,0.203465,1929.21
15.66,-0.443127,0.177821,1929.69
15.67,-0.439592,0.151854,1930.17
15.68,-0.435633,0.1256,1930.64
15.69,-0.431263,0.0990945,1931.11
15.7,-0.426493,0.072376,1931.58
15.71,-0.421338,0.0454823,1932.05
15.72,-0.415809,0.018452,1932.51
15.73,-0.409918,-0.00867566,1932.98
15.74,-0.403678,-0.0358609,1933.44
15.75,-0.397101,-0.0630637,1933.9
15.76,-0.390197,-0.0902436,1934.36
15.77,-0.382979,-0.11736,1934.81
15.78,-0.375456,-0.144372,1935.27
15.79,-0.36764,-0.171239,1935.72
15.8,-0.359541,-0.197921,1936.17
15.81,-0.351167,-0.224376,1936.61
15.82,-0.342529,-0.250564,1937.06
15.83,-0.333634,-0.276445,1937.5
15.84,-0.324493,-0.30198,1937.94
15.85,-0.315111,-0.327128,1938.38
15.86,-0.305497,-0.351852,1938.82
15.87,-0.295658,-0.376112,1939.26
15.88,-0.2856,-0.399873,1939.69
15.89,-0.275329,-0.423096,1940.12
15.9,-0.264852,-0.445747,1940.55
15.91,-0.254172,-0.46779,1940.98
15.92,-0.243296,-0.489192,1941.41
15.93,-0.232227,-0.509921,1941.83
15.94,-0.220969,-0.529943,1942.25
15.95,-0.209527,-0.54923,1942.68
15.96,-0.197904,-0.567753,1943.09
15.97,-0.186102,-0.585483,1943.51
15.98,-0.174124,-0.602395,1943.93
15.99,-0.161974,-0.618464,1944.34
16,-0.149653,-0.633666,1944.76
16.01,-0.137164,-0.64798,1945.17
16.02,-0.124508,-0.661387,1945.58
16.03,-0.111687,-0.673867,1945.99
16.04,-0.098704,-0.685404,1946.39
16.05,-0.0855599,-0.695984,1946.8
16.06,-0.0722566,-0.705592,1947.21
16.07,-0.0587959,-0.714218,1947.61
16.08,-0.0451799,-0.721853,1948.01
16.09,-0.0314104,-0.728487,1948.41
16.1,-0.0174896,-0.734116,1948.81
16.11,-0.00342001,-0.738735,1949.21
16.12,0.0107959,-0.742342,1949.61
16.13,0.0251551,-0.744937,1950.01
16.14,0.0396544,-0.74652,1950.4
16.15,0.0542904,-0.747096,1950.8
16.16,0.069059,-0.746669,1951.19
16.17,0.0839559,-0.745246,1951.59
16.18,0.0989763,-0.742835,1951.98
16.19,0.114115,-0.739446,1952.37
16.2,0.129365,-0.735092,1952.76
16.21,0.144722,-0.729787,1953.16
16.22,0.160178,-0.723545,1953.55
16.23,0.175724,-0.716383,1953.94
16.24,0.191354,-0.708319,1954.33
16.25,0.207059,-0.699374,1954.72
16.26,0.222828,-0.689569,1955.1
16.27,0.238651,-0.678925,1955.49
16.28,0.254518,-0.667468,1955.88
16.29,0.270418,-0.655222,1956.27
16.3,0.286337,-0.642214,1956.66
16.31,0.302263,-0.628471,1957.04
16.32,0.318181,-0.614021,1957.43
16.33,0.334079,-0.598895,1957.82
16.34,0.34994,-0.583122,1958.21
16.35,0.365748,-0.566733,1958.59
16.36,0.381487,-0.549762,1958.98
16.37,0.39714,-0.532239,1959.37
16.38,0.412689,-0.514199,1959.75
16.39,0.428115,-0.495676,1960.14
16.4,0.443399,-0.476703,1960.53
16.41,0.458522,-0.457315,1960.91
16.42,0.473463,-0.437547,1961.3
16.43,0.488201,-0.417435,1961.69
16.44,0.502715,-0.397012,1962.07
16.45,0.516983,-0.376315,1962.46
16.46,0.530983,-0.355378,1962.85
16.47,0.544693,-0.334238,1963.24
16.48,0.558089,-0.312928,1963.62
16.49,0.571149,-0.291483,1964.01
16.5,0.583849,-0.269938,1964.4
16.51,0.596165,-0.248326,1964.79
16.52,0.608074,-0.226682,1965.17
16.53,0.619552,-0.205037,1965.56
16.54,0.630576,-0.183425,1965.95
16.55,0.641121,-0.161877,1966.33
16.56,0.651165,-0.140424,1966.72
16.57,0.660683,-0.119097,1967.11
16.58,0.669653,-0.0979238,1967.5
16.59,0.678052,-0.0769343,1967.88
16.6,0.685858,-0.0561557,1968.27
16.61,0.693048,-0.0356149,1968.66
16.62,0.6996,-0.0153374,1969.04
16.63,0.705495,0.00465209,1969.43
16.64,0.710712,0.0243299,1969.82
16.65,0.71523,0.0436735,1970.2
16.66,0.719032,0.0626616,1970.59
16.67,0.722099,0.0812738,1970.98
16.68,0.724414,0.099491,1971.36
16.69,0.725961,0.117295,1971.75
16.7,0.726725,0.13467,1972.13
16.71,0.726692,0.151599,1972.51
16.72,0.725848,0.168069,1972.9
16.73,0.724181,0.184065,1973.28
16.74,0.721682,0.199577,1973.66
16.75,0.718341,0.214593,1974.04
16.76,0.714149,0.229103,1974.42
16.77,0.709101,0.2431,1974.8
16.78,0.70319,0.256575,1975.18
16.79,0.696414,0.269523,1975.56
16.8,0.688768,0.281937,1975.94
16.81,0.680254,0.293815,1976.32
16.82,0.670871,0.305153,1976.69
16.83,0.660622,0.315948,1977.07
16.84,0.64951,0.326201,1977.44
16.85,0.63754,0.33591,1977.81
16.86,0.624721,0.345077,1978.18
16.87,0.61106,0.353703,1978.55
16.88,0.596567,0.361791,1978.92
16.89,0.581255,0.369343,1979.29
16.9,0.565136,0.376364,1979.66
16.91,0.548226,0.382859,1980.02
16.92,0.530542,0.388832,1980.39
16.93,0.512101,0.39429,1980.75
16.94,0.492924,0.399239,1981.11
16.95,0.473031,0.403686,1981.47
16.96,0.452445,0.407638,1981.82
16.97,0.431192,0.411103,1982.18
16.98,0.409295,0.41409,1982.53
16.99,0.386783,0.416606,1982.89
17,0.363684,0.41866,1983.24
17.01,0.340028,0.420262,1983.59
17.02,0.315845,0.421419,1983.93
17.03,0.291168,0.422142,1984.28
17.04,0.266029,0.42244,1984.62
17.05,0.240465,0.422321,1984.96
17.06,0.214509,0.421795,1985.3
17.07,0.188198,0.420872,1985.64
17.08,0.16157,0.419559,1985.98
17.09,0.134662,0.417867,1986.31
17.1,0.107513,0.415803,1986.64
17.11,0.0801633,0.413376,1986.97
17.12,0.0526518,0.410595,1987.3
17.13,0.0250194,0.407467,1987.63
17.14,-0.00269309,0.404001,1987.95
17.15,-0.0304445,0.400203,1988.27
17.16,-0.0581932,0.396081,1988.59
17.17,-0.0858978,0.391641,1988.91
17.18,-0.113517,0.38689,1989.23
17.19,-0.141008,0.381834,1989.54
17.2,-0.16833,0.376478,1989.85
17.21,-0.195442,0.370828,1990.16
17.22,-0.222302,0.364888,1990.47
17.23,-0.24887,0.358663,1990.78
17.24,-0.275106,0.352157,1991.08
17.25,-0.30097,0.345372,1991.38
17.26,-0.326422,0.338313,1991.68
17.27,-0.351425,0.330983,1991.98
17.28,-0.37594,0.323383,1992.28
17.29,-0.399932,0.315516,1992.57
17.3,-0.423364,0.307384,1992.86
17.31,-0.446201,0.298987,1993.15
17.32,-0.468409,0.290328,1993.44
17.33,-0.489957,0.281407,1993.73
17.34,-0.510813,0.272224,1994.02
17.35,-0.530946,0.262781,1994.3
17.36,-0.550329,0.253077,1994.58
17.37,-0.568933,0.243113,1994.86
17.38,-0.586733,0.232888,1995.14
17.39,-0.603705,0.222403,1995.42
17.4,-0.619826,0.211657,1995.69
17.41,-0.635074,0.200651,1995.97
17.42,-0.64943,0.189383,1996.24
17.43,-0.662877,0.177855,1996.51
17.44,-0.675398,0.166066,1996.78
17.45,-0.686978,0.154016,1997.05
17.46,-0.697606,0.141707,1997.32
17.47,-0.707269,0.129138,1997.59
17.48,-0.71596,0.116311,1997.85
17.49,-0.72367,0.103227,1998.11
17.5,-0.730394,0.0898876,1998.38
17.51,-0.736129,0.0762949,1998.64
17.52,-0.740872,0.0624514,1998.9
17.53,-0.744623,0.0483602,1999.16
17.54,-0.747384,0.0340248,1999.42
17.55,-0.749159,0.0194492,1999.68
17.56,-0.749952,0.00463805,1999.93
17.57,-0.749771,-0.0104033,2000.19
17.58,-0.748623,-0.025669,2000.45
17.59,-0.74652,-0.0411524,2000.7
17.6,-0.743472,-0.0568463,2000.96
17.61,-0.739494,-0.0727425,2001.21
17.62,-0.7346,-0.0888323,2001.47
17.63,-0.728806,-0.105106,2001.72
17.64,-0.722131,-0.121554,2001.97
17.65,-0.714593,-0.138164,2002.22
17.66,-0.706214,-0.154924,2002.48
17.67,-0.697015,-0.171823,2002.73
17.68,-0.687019,-0.188845,2002.98
17.69,-0.67625,-0.205977,2003.23
17.7,-0.664734,-0.223204,2003.48
17.71,-0.652497,-0.240509,2003.73
17.72,-0.639566,-0.257875,2003.98
17.73,-0.625969,-0.275284,2004.23
17.74,-0.611735,-0.292719,2004.48
17.75,-0.596893,-0.31016,2004.73
17.76,-0.581475,-0.327586,2004.98
17.77,-0.565511,-0.344977,2005.23
17.78,-0.549031,-0.362312,2005.48
17.79,-0.532069,-0.379567,2005.73
17.8,-0.514656,-0.396721,2005.98
17.81,-0.496824,-0.41375,2006.23
17.82,-0.478606,-0.43063,2006.48
17.83,-0.460035,-0.447335,2006.73
17.84,-0.441144,-0.463842,2006.98
17.85,-0.421964,-0.480125,2007.23
17.86,-0.40253,-0.496157,2007.48
17.87,-0.382873,-0.511913,2007.73
17.88,-0.363026,-0.527367,2007.98
17.89,-0.34302,-0.54249,2008.23
17.9,-0.322887,-0.557257,2008.48
17.91,-0.302658,-0.57164,2008.73
17.92,-0.282364,-0.585613,2008.98
17.93,-0.262035,-0.599148,2009.24
17.94,-0.241701,-0.612218,2009.49
17.95,-0.221389,-0.624798,2009.74
17.96,-0.20113,-0.636859,2009.99
17.97,-0.180948,-0.648375,2010.24
17.98,-0.160872,-0.659322,2010.49
17.99,-0.140927,-0.669672,2010.74
18,-0.121138,-0.679402,2010.99
18.01,-0.101529,-0.688487,2011.24
18.02,-0.0821222,-0.696902,2011.49
18.03,-0.0629403,-0.704625,2011.74
18.04,-0.0440041,-0.711633,2011.99
18.05,-0.0253337,-0.717905,2012.24
18.06,-0.00694799,-0.72342,2012.49
18.07,0.0111351,-0.728158,2012.73
18.08,0.0288987,-0.732101,2012.98
18.09,0.046327,-0.73523,2013.23
18.1,0.0634053,-0.737531,2013.48
18.11,0.08012,-0.738986,2013.72
18.12,0.0964583,-0.739583,2013.97
18.13,0.112409,-0.739308,2014.22
18.14,0.127961,-0.73815,2014.46
18.15,0.143106,-0.7361,2014.71
18.16,0.157834,-0.733148,2014.95
18.17,0.172139,-0.729288,2015.19
18.18,0.186014,-0.724514,2015.43
18.19,0.199453,-0.718822,2015.68
18.2,0.212451,-0.71221,2015.92
18.21,0.225006,-0.704677,2016.16
18.22,0.237115,-0.696224,2016.39
18.23,0.248774,-0.686854,2016.63
18.24,0.259984,-0.676571,2016.87
18.25,0.270743,-0.66538,2017.1
18.26,0.281052,-0.653289,2017.34
18.27,0.290912,-0.640308,2017.57
18.28,0.300325,-0.626448,2017.8
18.29,0.309292,-0.61172,2018.03
18.3,0.317816,-0.596141,2018.26
18.31,0.325901,-0.579724,2018.49
18.32,0.33355,-0.562489,2018.72
18.33,0.340767,-0.544454,2018.94
18.34,0.347557,-0.525641,2019.16
18.35,0.353924,-0.506071,2019.38
18.36,0.359874,-0.485769,2019.6
18.37,0.365412,-0.464759,2019.82
18.38,0.370542,-0.44307,2020.04
18.39,0.375272,-0.420729,2020.25
18.4,0.379606,-0.397766,2020.47
18.41,0.383549,-0.374211,2020.68
18.42,0.387109,-0.350097,2020.89
18.43,0.39029,-0.325458,2021.1
18.44,0.393099,-0.300327,2021.3
18.45,0.39554,-0.274741,2021.51
18.46,0.397619,-0.248735,2021.71
18.47,0.399341,-0.222348,2021.91
18.48,0.400712,-0.195617,2022.11
18.49,0.401735,-0.168581,2022.3
18.5,0.402416,-0.141281,2022.5
18.51,0.402759,-0.113755,2022.69
18.52,0.402768,-0.0860463,2022.88
18.53,0.402445,-0.0581945,2023.07
18.54,0.401796,-0.0302417,2023.26
18.55,0.400822,-0.00222965,2023.44
18.56,0.399526,0.0257996,2023.62
18.57,0.39791,0.053804,2023.8
18.58,0.395976,0.0817414,2023.98
18.59,0.393726,0.10957,2024.16
18.6,0.391161,0.137248,2024.33
18.61,0.38828,0.164733,2024.5
18.62,0.385086,0.191984,2024.68
18.63,0.381576,0.218962,2024.84
18.64,0.377752,0.245624,2025.01
18.65,0.373613,0.271933,2025.17
18.66,0.369157,0.297848,2025.34
18.67,0.364383,0.323331,2025.5
18.68,0.359289,0.348346,2025.66
18.69,0.353874,0.372856,2025.81
18.7,0.348136,0.396824,2025.97
18.71,0.342072,0.420218,2026.12
18.72,0.33568,0.443003,2026.27
18.73,0.328957,0.465147,2026.42
18.74,0.3219,0.486621,2026.57
18.75,0.314508,0.507394,2026.72
18.76,0.306777,0.527438,2026.86
18.77,0.298704,0.546726,2027
18.78,0.290287,0.565234,2027.15
18.79,0.281523,0.582937,2027.29
18.8,0.27241,0.599814,2027.42
18.81,0.262945,0.615844,2027.56
18.82,0.253126,0.631008,2027.7
18.83,0.242952,0.64529,2027.83
18.84,0.232421,0.658672,2027.96
18.85,0.221532,0.671143,2028.09
18.86,0.210284,0.682689,2028.22
18.87,0.198677,0.693301,2028.35
18.88,0.186712,0.702969,2028.48
18.89,0.174388,0.711687,2028.61
18.9,0.161707,0.71945,2028.73
18.91,0.148671,0.726255,2028.86
18.92,0.135283,0.732099,2028.98
18.93,0.121545,0.736983,2029.11
18.94,0.107462,0.74091,2029.23
18.95,0.0930383,0.743881,2029.35
18.96,0.0782793,0.745904,2029.47
18.97,0.0631912,0.746983,2029.59
18.98,0.0477812,0.747128,2029.71
18.99,0.032057,0.74635,2029.83
19,0.0160276,0.744658,2029.94
19.01,-0.000297285,0.742066,2030.06
19.02,-0.0169071,0.73859,2030.18
19.03,-0.0337904,0.734243,2030.29
19.04,-0.0509345,0.729044,2030.41
19.05,-0.0683261,0.723011,2030.52
19.06,-0.0859508,0.716163,2030.64
19.07,-0.103793,0.708522,2030.75
19.08,-0.121837,0.700108,2030.87
19.09,-0.140065,0.690946,2030.98
19.1,-0.158459,0.681058,2031.1
19.11,-0.177,0.67047,2031.21
19.12,-0.195668,0.659207,2031.32
19.13,-0.214442,0.647296,2031.44
19.14,-0.233301,0.634762,2031.55
19.15,-0.252221,0.621635,2031.66
19.16,-0.271179,0.607943,2031.78
19.17,-0.290152,0.593713,2031.89
19.18,-0.309114,0.578975,2032
19.19,-0.328039,0.563758,2032.12
19.2,-0.346901,0.548093,2032.23
19.21,-0.365674,0.532008,2032.34
19.22,-0.384329,0.515533,2032.45
19.23,-0.402839,0.4987,2032.57
19.24,-0.421175,0.481537,2032.68
19.25,-0.439309,0.464074,2032.79
19.26,-0.457211,0.446341,2032.91
19.27,-0.474851,0.428368,2033.02
19.28,-0.492199,0.410183,2033.13
19.29,-0.509226,0.391816,2033.25
19.3,-0.525902,0.373295,2033.36
19.31,-0.542196,0.354648,2033.48
19.32,-0.558079,0.335902,2033.59
19.33,-0.57352,0.317085,2033.7
19.34,-0.588489,0.298222,2033.82
19.35,-0.602957,0.279339,2033.93
19.36,-0.616895,0.260461,2034.04
19.37,-0.630273,0.241613,2034.16
19.38,-0.643064,0.222817,2034.27
19.39,-0.655239,0.204096,2034.38
19.4,-0.666771,0.185473,2034.5
19.41,-0.677633,0.166967,2034.61
19.42,-0.6878,0.1486,2034.72
19.43,-0.697247,0.13039,2034.84
19.44,-0.705948,0.112355,2034.95
19.45,-0.713882,0.0945129,2035.06
19.46,-0.721026,0.0768801,2035.17
19.47,-0.727359,0.0594718,2035.28
19.48,-0.73286,0.0423027,2035.4
19.49,-0.737512,0.025386,2035.51
19.5,-0.741296,0.00873462,2035.62
19.51,-0.744196,-0.00763995,2035.73
19.52,-0.746198,-0.0237269,2035.84
19.53,-0.747289,-0.0395165,2035.94
19.54,-0.747455,-0.0549997,2036.05
19.55,-0.746688,-0.0701684,2036.16
19.56,-0.744978,-0.0850155,2036.27
19.57,-0.742318,-0.0995346,2036.37
19.58,-0.738702,-0.11372,2036.48
19.59,-0.734127,-0.127567,2036.58
19.6,-0.728589,-0.141072,2036.68
19.61,-0.72209,-0.15423,2036.79
19.62,-0.714629,-0.16704,2036.89
19.63,-0.70621,-0.1795,2036.99
19.64,-0.696837,-0.191608,2037.09
19.65,-0.686517,-0.203362,2037.19
19.66,-0.675258,-0.214764,2037.28
19.67,-0.66307,-0.225812,2037.38
19.68,-0.649964,-0.236508,2037.47
19.69,-0.635955,-0.246852,2037.57
19.7,-0.621056,-0.256845,2037.66
19.71,-0.605286,-0.26649,2037.75
19.72,-0.588661,-0.275789,2037.84
19.73,-0.571204,-0.284742,2037.92
19.74,-0.552934,-0.293353,2038.01
19.75,-0.533876,-0.301624,2038.09
19.76,-0.514055,-0.309558,2038.18
19.77,-0.493496,-0.317156,2038.26
19.78,-0.472228,-0.324423,2038.34
19.79,-0.450279,-0.331359,2038.41
19.8,-0.427681,-0.337968,2038.49
19.81,-0.404464,-0.344253,2038.56
19.82,-0.380663,-0.350214,2038.64
19.83,-0.356311,-0.355855,2038.71
19.84,-0.331443,-0.361178,2038.77
19.85,-0.306096,-0.366183,2038.84
19.86,-0.280306,-0.370873,2038.91
19.87,-0.254113,-0.375249,2038.97
19.88,-0.227554,-0.379311,2039.03
19.89,-0.200669,-0.38306,2039.09
19.9,-0.173498,-0.386496,2039.14
19.91,-0.146083,-0.38962,2039.2
19.92,-0.118463,-0.39243,2039.25
19.93,-0.0906808,-0.394926,2039.3
19.94,-0.062778,-0.397107,2039.35
19.95,-0.0347964,-0.39897,2039.4
19.96,-0.00677824,-0.400514,2039.44
19.97,0.0212345,-0.401737,2039.49
19.98,0.0491998,-0.402636,2039.53
19.99,0.0770758,-0.403208,2039.57
